date,team1,team2,score1,score2,win,lose,pre_win,pre_lose,pre_probability
2019/9/3,WSN,NYM,11,10,WSN,NYM,NYM,WSN,0.525668383
2019/9/3,BOS,MIN,5,6,MIN,BOS,BOS,MIN,0.517985592
2019/9/3,CLE,CHW,5,6,CHW,CLE,CLE,CHW,0.502120142
2019/9/3,ATL,TOR,7,2,ATL,TOR,TOR,ATL,0.532416017
2019/9/3,MIL,HOU,4,2,MIL,HOU,MIL,HOU,0.535535561
2019/9/3,STL,SFG,1,0,STL,SFG,STL,SFG,0.521451969
2019/9/3,CHC,SEA,6,1,CHC,SEA,CHC,SEA,0.508494633
2019/9/3,KCR,DET,6,5,KCR,DET,DET,KCR,0.546127377
2019/9/3,ARI,SDP,2,1,ARI,SDP,SDP,ARI,0.527388641
2019/9/3,OAK,LAA,7,5,OAK,LAA,LAA,OAK,0.524814561
2019/9/3,LAD,COL,5,3,LAD,COL,COL,LAD,0.501230793
2019/9/4,WSN,NYM,4,8,NYM,WSN,NYM,WSN,0.525668383
2019/9/4,NYY,TEX,4,1,NYY,TEX,NYY,TEX,0.505553111
2019/9/4,CIN,PHI,8,5,CIN,PHI,PHI,CIN,0.555298767
2019/9/4,PIT,MIA,6,5,PIT,MIA,MIA,PIT,0.500613391
2019/9/4,BOS,MIN,6,2,BOS,MIN,BOS,MIN,0.517985592
2019/9/4,CLE,CHW,8,6,CLE,CHW,CLE,CHW,0.502120142
2019/9/4,STL,SFG,8,9,SFG,STL,STL,SFG,0.521451969
2019/9/4,KCR,DET,5,4,KCR,DET,DET,KCR,0.546127377
2019/9/4,ARI,SDP,4,1,ARI,SDP,SDP,ARI,0.527388641
2019/9/4,OAK,LAA,4,0,OAK,LAA,LAA,OAK,0.524814561
2019/9/4,LAD,COL,7,3,LAD,COL,COL,LAD,0.501230793
2019/9/5,CIN,PHI,4,3,CIN,PHI,PHI,CIN,0.555298767
2019/9/5,CLE,CHW,1,7,CHW,CLE,CLE,CHW,0.502120142
2019/9/5,KCR,DET,4,6,DET,KCR,DET,KCR,0.546127377
2019/9/5,STL,SFG,10,0,STL,SFG,STL,SFG,0.521451969
2019/9/5,OAK,LAA,10,6,OAK,LAA,LAA,OAK,0.524814561
2019/9/5,BAL,TEX,1,3,TEX,BAL,TEX,BAL,0.568715979
2019/9/5,PIT,MIA,7,10,MIA,PIT,MIA,PIT,0.500613391
2019/9/5,BOS,MIN,1,2,MIN,BOS,BOS,MIN,0.517985592
2019/9/5,MIL,CHC,5,10,CHC,MIL,CHC,MIL,0.519553727
2019/9/5,TBR,TOR,6,4,TBR,TOR,TOR,TBR,0.513324721
2019/9/5,ATL,WSN,4,2,ATL,WSN,WSN,ATL,0.531225179
2019/9/5,HOU,SEA,11,9,HOU,SEA,SEA,HOU,0.510943982
2019/9/6,DET,OAK,3,7,OAK,DET,OAK,DET,0.557385652
2019/9/6,BAL,TEX,6,7,TEX,BAL,TEX,BAL,0.568715979
2019/9/6,PIT,STL,9,4,PIT,STL,STL,PIT,0.56553708
2019/9/6,BOS,NYY,6,1,BOS,NYY,NYY,BOS,0.580523873
2019/9/6,CIN,ARI,5,7,ARI,CIN,ARI,CIN,0.536108649
2019/9/6,MIA,KCR,0,3,KCR,MIA,KCR,MIA,0.535112865
2019/9/6,NYM,PHI,5,4,NYM,PHI,PHI,NYM,0.533646902
2019/9/6,TBR,TOR,5,0,TBR,TOR,TOR,TBR,0.513324721
2019/9/6,ATL,WSN,4,3,ATL,WSN,WSN,ATL,0.531225179
2019/9/6,CHW,LAA,4,5,LAA,CHW,LAA,CHW,0.577296571
2019/9/6,HOU,SEA,7,4,HOU,SEA,SEA,HOU,0.510943982
2019/9/6,MIL,CHC,7,1,MIL,CHC,CHC,MIL,0.519553727
2019/9/6,MIN,CLE,2,6,CLE,MIN,CLE,MIN,0.555809704
2019/9/6,OAK,DET,4,5,DET,OAK,DET,OAK,0.504273268
2019/9/6,LAD,SFG,4,5,SFG,LAD,SFG,LAD,0.511666461
2019/9/6,SDP,COL,2,3,COL,SDP,COL,SDP,0.585169276
2019/9/7,BOS,NYY,1,5,NYY,BOS,NYY,BOS,0.580523873
2019/9/7,CIN,ARI,0,2,ARI,CIN,ARI,CIN,0.536108649
2019/9/7,MIA,KCR,2,7,KCR,MIA,KCR,MIA,0.535112865
2019/9/7,TBR,TOR,5,3,TBR,TOR,TOR,TBR,0.513324721
2019/9/7,BAL,TEX,4,9,TEX,BAL,TEX,BAL,0.568715979
2019/9/7,PIT,STL,1,10,STL,PIT,STL,PIT,0.56553708
2019/9/7,CHW,LAA,7,8,LAA,CHW,LAA,CHW,0.577296571
2019/9/7,HOU,SEA,2,1,HOU,SEA,SEA,HOU,0.510943982
2019/9/7,MIL,CHC,3,2,MIL,CHC,CHC,MIL,0.519553727
2019/9/7,MIN,CLE,5,3,MIN,CLE,CLE,MIN,0.555809704
2019/9/7,NYM,PHI,0,5,PHI,NYM,PHI,NYM,0.533646902
2019/9/7,ATL,WSN,5,4,ATL,WSN,WSN,ATL,0.531225179
2019/9/7,SDP,COL,3,0,SDP,COL,COL,SDP,0.585169276
2019/9/7,OAK,DET,10,2,OAK,DET,DET,OAK,0.504273268
2019/9/7,LAD,SFG,0,1,SFG,LAD,SFG,LAD,0.511666461
2019/9/8,BAL,TEX,4,10,TEX,BAL,TEX,BAL,0.568715979
2019/9/8,CIN,ARI,4,3,CIN,ARI,ARI,CIN,0.536108649
2019/9/8,MIA,KCR,9,0,MIA,KCR,KCR,MIA,0.535112865
2019/9/8,NYM,PHI,7,10,PHI,NYM,PHI,NYM,0.533646902
2019/9/8,TBR,TOR,8,3,TBR,TOR,TOR,TBR,0.513324721
2019/9/8,ATL,WSN,4,9,WSN,ATL,WSN,ATL,0.531225179
2019/9/8,PIT,STL,0,2,STL,PIT,STL,PIT,0.56553708
2019/9/8,CHW,LAA,5,1,CHW,LAA,LAA,CHW,0.577296571
2019/9/8,HOU,SEA,21,1,HOU,SEA,SEA,HOU,0.510943982
2019/9/8,MIL,CHC,8,5,MIL,CHC,CHC,MIL,0.519553727
2019/9/8,MIN,CLE,2,5,CLE,MIN,CLE,MIN,0.555809704
2019/9/8,OAK,DET,3,1,OAK,DET,DET,OAK,0.504273268
2019/9/8,LAD,SFG,5,0,LAD,SFG,SFG,LAD,0.511666461
2019/9/8,SDP,COL,2,1,SDP,COL,COL,SDP,0.585169276
2019/9/8,BOS,NYY,5,10,NYY,BOS,NYY,BOS,0.580523873
2019/9/9,PHI,ATL,2,7,ATL,PHI,ATL,PHI,0.542427764
2019/9/9,BOS,NYY,0,5,NYY,BOS,NYY,BOS,0.580523873
2019/9/9,MIA,MIL,3,8,MIL,MIA,MIL,MIA,0.594013159
2019/9/9,NYM,ARI,3,1,NYM,ARI,ARI,NYM,0.514339611
2019/9/9,HOU,OAK,15,0,HOU,OAK,OAK,HOU,0.57385927
2019/9/9,SFG,PIT,4,6,PIT,SFG,PIT,SFG,0.528302976
2019/9/9,LAA,CLE,2,6,CLE,LAA,LAA,CLE,0.529324876
2019/9/9,SDP,CHC,2,10,CHC,SDP,CHC,SDP,0.605708171
2019/9/10,DET,NYY,12,11,DET,NYY,NYY,DET,0.602786228
2019/9/10,BAL,LAD,3,7,LAD,BAL,LAD,BAL,0.580914933
2019/9/10,PHI,ATL,6,5,PHI,ATL,ATL,PHI,0.542427764
2019/9/10,TOR,BOS,4,3,TOR,BOS,BOS,TOR,0.590032766
2019/9/10,MIA,MIL,3,4,MIL,MIA,MIL,MIA,0.594013159
2019/9/10,NYM,ARI,3,2,NYM,ARI,ARI,NYM,0.514339611
2019/9/10,MIN,WSN,5,0,MIN,WSN,WSN,MIN,0.564950076
2019/9/10,TEX,TBR,3,5,TBR,TEX,TBR,TEX,0.574918178
2019/9/10,CHW,KCR,7,3,CHW,KCR,KCR,CHW,0.540951606
2019/9/10,HOU,OAK,7,21,OAK,HOU,OAK,HOU,0.57385927
2019/9/10,COL,STL,2,1,COL,STL,STL,COL,0.599532096
2019/9/10,SFG,PIT,5,4,SFG,PIT,PIT,SFG,0.528302976
2019/9/10,LAA,CLE,0,8,CLE,LAA,LAA,CLE,0.529324876
2019/9/10,SDP,CHC,9,8,SDP,CHC,CHC,SDP,0.605708171
2019/9/10,SEA,CIN,4,3,SEA,CIN,CIN,SEA,0.529925188
2019/9/11,PHI,ATL,1,3,ATL,PHI,ATL,PHI,0.542427764
2019/9/11,BAL,LAD,7,3,BAL,LAD,LAD,BAL,0.580914933
2019/9/11,TOR,BOS,8,0,TOR,BOS,BOS,TOR,0.590032766
2019/9/11,MIA,MIL,5,7,MIL,MIA,MIL,MIA,0.594013159
2019/9/11,NYM,ARI,9,0,NYM,ARI,ARI,NYM,0.514339611
2019/9/11,MIN,WSN,2,6,WSN,MIN,WSN,MIN,0.564950076
2019/9/11,TEX,TBR,10,9,TEX,TBR,TBR,TEX,0.574918178
2019/9/11,LAA,CLE,3,4,CLE,LAA,LAA,CLE,0.529324876
2019/9/11,CHW,KCR,6,8,KCR,CHW,KCR,CHW,0.540951606
2019/9/11,HOU,OAK,3,5,OAK,HOU,OAK,HOU,0.57385927
2019/9/11,COL,STL,2,1,COL,STL,STL,COL,0.599532096
2019/9/11,SFG,PIT,3,6,PIT,SFG,PIT,SFG,0.528302976
2019/9/11,SDP,CHC,4,0,SDP,CHC,CHC,SDP,0.605708171
2019/9/11,SEA,CIN,5,3,SEA,CIN,CIN,SEA,0.529925188
2019/9/12,DET,NYY,4,10,NYY,DET,NYY,DET,0.602786228
2019/9/12,MIA,MIL,2,3,MIL,MIA,MIL,MIA,0.594013159
2019/9/12,NYM,ARI,11,1,NYM,ARI,ARI,NYM,0.514339611
2019/9/12,CHW,KCR,3,6,KCR,CHW,KCR,CHW,0.540951606
2019/9/12,COL,STL,3,10,STL,COL,STL,COL,0.599532096
2019/9/12,SDP,CHC,1,4,CHC,SDP,CHC,SDP,0.605708171
2019/9/12,SFG,PIT,2,4,PIT,SFG,PIT,SFG,0.528302976
2019/9/12,DET,NYY,4,6,NYY,DET,NYY,DET,0.602786228
2019/9/12,TOR,BOS,4,7,BOS,TOR,BOS,TOR,0.590032766
2019/9/12,BAL,LAD,2,4,LAD,BAL,LAD,BAL,0.580914933
2019/9/12,PHI,ATL,9,5,PHI,ATL,ATL,PHI,0.542427764
2019/9/12,MIN,WSN,6,12,WSN,MIN,WSN,MIN,0.564950076
2019/9/12,TEX,TBR,6,4,TEX,TBR,TBR,TEX,0.574918178
2019/9/12,HOU,OAK,2,3,OAK,HOU,OAK,HOU,0.57385927
2019/9/12,SEA,CIN,5,11,CIN,SEA,CIN,SEA,0.529925188
2019/9/13,CHC,PIT,17,8,CHC,PIT,CHC,PIT,0.505866807
2019/9/13,WSN,ATL,0,5,ATL,WSN,ATL,WSN,0.555097522
2019/9/13,TOR,NYY,6,5,TOR,NYY,NYY,TOR,0.611340429
2019/9/13,DET,BAL,2,6,BAL,DET,DET,BAL,0.504584637
2019/9/13,NYM,LAD,2,9,LAD,NYM,LAD,NYM,0.58562405
2019/9/13,TEX,OAK,9,14,OAK,TEX,OAK,TEX,0.559316798
2019/9/13,KCR,HOU,1,4,HOU,KCR,HOU,KCR,0.503700319
2019/9/13,STL,MIL,10,0,STL,MIL,MIL,STL,0.520462209
2019/9/13,COL,SDP,10,8,COL,SDP,SDP,COL,0.550351551
2019/9/13,ARI,CIN,3,4,CIN,ARI,CIN,ARI,0.536026645
2019/9/13,LAA,TBR,4,11,TBR,LAA,TBR,LAA,0.515019508
2019/9/13,SEA,CHW,7,9,CHW,SEA,CHW,SEA,0.525643333
2019/9/13,SFG,MIA,1,0,SFG,MIA,MIA,SFG,0.511604734
2019/9/14,CLE,MIN,0,2,MIN,CLE,MIN,CLE,0.503518993
2019/9/14,CHC,PIT,14,1,CHC,PIT,CHC,PIT,0.505866807
2019/9/14,TOR,NYY,3,13,NYY,TOR,NYY,TOR,0.611340429
2019/9/14,WSN,ATL,1,10,ATL,WSN,ATL,WSN,0.555097522
2019/9/14,DET,BAL,8,4,DET,BAL,DET,BAL,0.504584637
2019/9/14,PHI,BOS,1,2,BOS,PHI,BOS,PHI,0.581893848
2019/9/14,CLE,MIN,5,9,MIN,CLE,MIN,CLE,0.503518993
2019/9/14,NYM,LAD,3,0,NYM,LAD,LAD,NYM,0.58562405
2019/9/14,KCR,HOU,1,6,HOU,KCR,HOU,KCR,0.503700319
2019/9/14,STL,MIL,2,5,MIL,STL,MIL,STL,0.520462209
2019/9/14,TEX,OAK,6,8,OAK,TEX,OAK,TEX,0.559316798
2019/9/14,ARI,CIN,1,0,ARI,CIN,CIN,ARI,0.536026645
2019/9/14,COL,SDP,11,10,COL,SDP,SDP,COL,0.550351551
2019/9/14,SFG,MIA,2,4,MIA,SFG,MIA,SFG,0.511604734
2019/9/14,LAA,TBR,1,3,TBR,LAA,TBR,LAA,0.515019508
2019/9/14,SEA,CHW,2,1,SEA,CHW,CHW,SEA,0.525643333
2019/9/15,PHI,BOS,3,6,BOS,PHI,BOS,PHI,0.581893848
2019/9/15,TOR,NYY,6,4,TOR,NYY,NYY,TOR,0.611340429
2019/9/15,CLE,MIN,7,5,CLE,MIN,MIN,CLE,0.503518993
2019/9/15,DET,BAL,2,8,BAL,DET,DET,BAL,0.504584637
2019/9/15,WSN,ATL,7,0,WSN,ATL,ATL,WSN,0.555097522
2019/9/15,KCR,HOU,3,12,HOU,KCR,HOU,KCR,0.503700319
2019/9/15,STL,MIL,6,7,MIL,STL,MIL,STL,0.520462209
2019/9/15,CHC,PIT,16,6,CHC,PIT,CHC,PIT,0.505866807
2019/9/15,TEX,OAK,1,6,OAK,TEX,OAK,TEX,0.559316798
2019/9/15,COL,SDP,10,5,COL,SDP,SDP,COL,0.550351551
2019/9/15,SFG,MIA,2,1,SFG,MIA,MIA,SFG,0.511604734
2019/9/15,LAA,TBR,6,4,LAA,TBR,TBR,LAA,0.515019508
2019/9/15,ARI,CIN,1,3,CIN,ARI,CIN,ARI,0.536026645
2019/9/15,SEA,CHW,11,10,SEA,CHW,CHW,SEA,0.525643333
2019/9/15,NYM,LAD,2,3,LAD,NYM,LAD,NYM,0.58562405
2019/9/16,DET,BAL,5,2,DET,BAL,DET,BAL,0.504584637
2019/9/16,MIL,SDP,5,1,MIL,SDP,MIL,SDP,0.511473438
2019/9/16,MIN,CHW,5,3,MIN,CHW,CHW,MIN,0.526281246
2019/9/16,STL,WSN,4,2,STL,WSN,WSN,STL,0.501768608
2019/9/16,CHC,CIN,8,2,CHC,CIN,CIN,CHC,0.501026334
2019/9/16,COL,NYM,9,4,COL,NYM,NYM,COL,0.567399974
2019/9/16,ARI,MIA,7,5,ARI,MIA,MIA,ARI,0.512466746
2019/9/16,OAK,KCR,5,6,KCR,OAK,OAK,KCR,0.512040487
2019/9/17,NYY,LAA,8,0,NYY,LAA,NYY,LAA,0.526007613
2019/9/17,BAL,TOR,5,8,TOR,BAL,TOR,BAL,0.554051066
2019/9/17,PIT,SEA,0,6,SEA,PIT,SEA,PIT,0.514707218
2019/9/17,BOS,SFG,6,7,SFG,BOS,BOS,SFG,0.507852023
2019/9/17,CLE,DET,7,2,CLE,DET,DET,CLE,0.511938022
2019/9/17,ATL,PHI,4,5,PHI,ATL,PHI,ATL,0.507052315
2019/9/17,MIL,SDP,3,1,MIL,SDP,MIL,SDP,0.511473438
2019/9/17,MIN,CHW,9,8,MIN,CHW,CHW,MIN,0.526281246
2019/9/17,STL,WSN,2,6,WSN,STL,WSN,STL,0.501768608
2019/9/17,CHC,CIN,2,4,CIN,CHC,CIN,CHC,0.501026334
2019/9/17,HOU,TEX,4,1,HOU,TEX,TEX,HOU,0.570793344
2019/9/17,COL,NYM,1,6,NYM,COL,NYM,COL,0.567399974
2019/9/17,ARI,MIA,6,12,MIA,ARI,MIA,ARI,0.512466746
2019/9/17,OAK,KCR,2,1,OAK,KCR,OAK,KCR,0.512040487
2019/9/17,LAD,TBR,7,5,LAD,TBR,TBR,LAD,0.569555071
2019/9/18,STL,WSN,5,1,STL,WSN,WSN,STL,0.501768608
2019/9/18,COL,NYM,4,7,NYM,COL,NYM,COL,0.567399974
2019/9/18,OAK,KCR,1,0,OAK,KCR,OAK,KCR,0.512040487
2019/9/18,ARI,MIA,5,4,ARI,MIA,MIA,ARI,0.512466746
2019/9/18,NYY,LAA,2,3,LAA,NYY,NYY,LAA,0.526007613
2019/9/18,BAL,TOR,10,11,TOR,BAL,TOR,BAL,0.554051066
2019/9/18,PIT,SEA,1,4,SEA,PIT,SEA,PIT,0.514707218
2019/9/18,BOS,SFG,3,11,SFG,BOS,BOS,SFG,0.507852023
2019/9/18,CLE,DET,2,1,CLE,DET,DET,CLE,0.511938022
2019/9/18,ATL,PHI,1,4,PHI,ATL,PHI,ATL,0.507052315
2019/9/18,MIL,SDP,1,2,SDP,MIL,MIL,SDP,0.511473438
2019/9/18,MIN,CHW,1,3,CHW,MIN,CHW,MIN,0.526281246
2019/9/18,CHC,CIN,2,3,CIN,CHC,CIN,CHC,0.501026334
2019/9/18,HOU,TEX,3,2,HOU,TEX,TEX,HOU,0.570793344
2019/9/18,LAD,TBR,7,8,TBR,LAD,TBR,LAD,0.569555071
2019/9/19,ATL,PHI,5,4,ATL,PHI,PHI,ATL,0.507052315
2019/9/19,PIT,SEA,5,6,SEA,PIT,SEA,PIT,0.514707218
2019/9/19,BOS,SFG,5,4,BOS,SFG,BOS,SFG,0.507852023
2019/9/19,MIL,SDP,5,1,MIL,SDP,MIL,SDP,0.511473438
2019/9/19,NYY,LAA,9,1,NYY,LAA,NYY,LAA,0.526007613
2019/9/19,BAL,TOR,4,8,TOR,BAL,TOR,BAL,0.554051066
2019/9/19,CHC,STL,4,5,STL,CHC,STL,CHC,0.542605831
2019/9/19,CLE,DET,7,0,CLE,DET,DET,CLE,0.511938022
2019/9/19,MIN,KCR,8,5,MIN,KCR,KCR,MIN,0.524031219
2019/9/20,CHC,STL,1,2,STL,CHC,STL,CHC,0.542605831
2019/9/20,CLE,PHI,5,2,CLE,PHI,PHI,CLE,0.512677697
2019/9/20,BAL,SEA,5,3,BAL,SEA,SEA,BAL,0.508826211
2019/9/20,NYY,TOR,3,4,TOR,NYY,NYY,TOR,0.520432425
2019/9/20,CIN,NYM,1,8,NYM,CIN,NYM,CIN,0.553432496
2019/9/20,DET,CHW,1,10,CHW,DET,DET,CHW,0.500591634
2019/9/20,MIA,WSN,4,6,WSN,MIA,WSN,MIA,0.575850138
2019/9/20,TBR,BOS,5,4,TBR,BOS,BOS,TBR,0.555539716
2019/9/20,ATL,SFG,6,0,ATL,SFG,SFG,ATL,0.508031415
2019/9/20,HOU,LAA,6,4,HOU,LAA,LAA,HOU,0.55062039
2019/9/20,MIL,PIT,10,1,MIL,PIT,MIL,PIT,0.509694546
2019/9/20,MIN,KCR,4,3,MIN,KCR,KCR,MIN,0.524031219
2019/9/20,LAD,COL,12,5,LAD,COL,COL,LAD,0.501230793
2019/9/20,OAK,TEX,8,0,OAK,TEX,TEX,OAK,0.545189087
2019/9/20,SDP,ARI,0,9,ARI,SDP,ARI,SDP,0.57552934
2019/9/21,NYY,TOR,7,2,NYY,TOR,NYY,TOR,0.520432425
2019/9/21,CHC,STL,8,9,STL,CHC,STL,CHC,0.542605831
2019/9/21,CIN,NYM,3,2,CIN,NYM,NYM,CIN,0.553432496
2019/9/21,DET,CHW,3,5,CHW,DET,DET,CHW,0.500591634
2019/9/21,MIA,WSN,4,10,WSN,MIA,WSN,MIA,0.575850138
2019/9/21,TBR,BOS,5,4,TBR,BOS,BOS,TBR,0.555539716
2019/9/21,BAL,SEA,6,7,SEA,BAL,SEA,BAL,0.508826211
2019/9/21,CLE,PHI,4,9,PHI,CLE,PHI,CLE,0.512677697
2019/9/21,HOU,LAA,4,8,LAA,HOU,LAA,HOU,0.55062039
2019/9/21,MIL,PIT,10,1,MIL,PIT,MIL,PIT,0.509694546
2019/9/21,MIN,KCR,5,12,KCR,MIN,KCR,MIN,0.524031219
2019/9/21,ATL,SFG,8,1,ATL,SFG,SFG,ATL,0.508031415
2019/9/21,SDP,ARI,2,4,ARI,SDP,ARI,SDP,0.57552934
2019/9/21,OAK,TEX,12,3,OAK,TEX,TEX,OAK,0.545189087
2019/9/21,LAD,COL,2,4,COL,LAD,COL,LAD,0.501230793
2019/9/22,BAL,SEA,2,1,BAL,SEA,SEA,BAL,0.508826211
2019/9/22,NYY,TOR,8,3,NYY,TOR,NYY,TOR,0.520432425
2019/9/22,CIN,NYM,3,6,NYM,CIN,NYM,CIN,0.553432496
2019/9/22,DET,CHW,6,3,DET,CHW,DET,CHW,0.500591634
2019/9/22,MIA,WSN,5,3,MIA,WSN,WSN,MIA,0.575850138
2019/9/22,TBR,BOS,4,7,BOS,TBR,BOS,TBR,0.555539716
2019/9/22,ATL,SFG,1,4,SFG,ATL,SFG,ATL,0.508031415
2019/9/22,HOU,LAA,13,5,HOU,LAA,LAA,HOU,0.55062039
2019/9/22,MIL,PIT,4,3,MIL,PIT,MIL,PIT,0.509694546
2019/9/22,MIN,KCR,12,8,MIN,KCR,KCR,MIN,0.524031219
2019/9/22,CHC,STL,2,3,STL,CHC,STL,CHC,0.542605831
2019/9/22,OAK,TEX,3,8,TEX,OAK,TEX,OAK,0.545189087
2019/9/22,LAD,COL,7,4,LAD,COL,COL,LAD,0.501230793
2019/9/22,SDP,ARI,6,4,SDP,ARI,ARI,SDP,0.57552934
2019/9/22,CLE,PHI,10,1,CLE,PHI,PHI,CLE,0.512677697
2019/9/23,WSN,PHI,7,2,WSN,PHI,PHI,WSN,0.527551633
2019/9/23,TOR,BAL,11,10,TOR,BAL,BAL,TOR,0.504380656
2019/9/23,NYM,MIA,4,8,MIA,NYM,NYM,MIA,0.50042745
2019/9/23,TBR,BOS,7,4,TBR,BOS,BOS,TBR,0.555539716
2019/9/23,ARI,STL,7,9,STL,ARI,STL,ARI,0.577151056
2019/9/24,WSN,PHI,4,1,WSN,PHI,PHI,WSN,0.527551633
2019/9/24,CIN,MIL,2,4,MIL,CIN,MIL,CIN,0.59719138
2019/9/24,DET,MIN,2,4,MIN,DET,MIN,DET,0.5050474
2019/9/24,PIT,CHC,9,2,PIT,CHC,CHC,PIT,0.546464849
2019/9/24,WSN,PHI,6,5,WSN,PHI,PHI,WSN,0.527551633
2019/9/24,TOR,BAL,4,11,BAL,TOR,BAL,TOR,0.504380656
2019/9/24,NYM,MIA,5,4,NYM,MIA,NYM,MIA,0.50042745
2019/9/24,TBR,NYY,2,1,TBR,NYY,NYY,TBR,0.577355969
2019/9/24,CHW,CLE,0,11,CLE,CHW,CLE,CHW,0.572521942
2019/9/24,TEX,BOS,10,12,BOS,TEX,BOS,TEX,0.583235552
2019/9/24,KCR,ATL,9,6,KCR,ATL,ATL,KCR,0.574189867
2019/9/24,ARI,STL,3,2,ARI,STL,STL,ARI,0.577151056
2019/9/24,SFG,COL,5,8,COL,SFG,COL,SFG,0.536210135
2019/9/24,LAA,OAK,3,2,LAA,OAK,LAA,OAK,0.50086504
2019/9/24,SDP,LAD,3,6,LAD,SDP,LAD,SDP,0.644048036
2019/9/24,SEA,HOU,0,3,HOU,SEA,SEA,HOU,0.502832197
2019/9/25,ARI,STL,9,7,ARI,STL,STL,ARI,0.577151056
2019/9/25,CIN,MIL,2,9,MIL,CIN,MIL,CIN,0.59719138
2019/9/25,DET,MIN,1,5,MIN,DET,MIN,DET,0.5050474
2019/9/25,TBR,NYY,4,0,TBR,NYY,NYY,TBR,0.577355969
2019/9/25,PIT,CHC,4,2,PIT,CHC,CHC,PIT,0.546464849
2019/9/25,WSN,PHI,5,2,WSN,PHI,PHI,WSN,0.527551633
2019/9/25,TOR,BAL,3,2,TOR,BAL,BAL,TOR,0.504380656
2019/9/25,NYM,MIA,10,3,NYM,MIA,NYM,MIA,0.50042745
2019/9/25,TEX,BOS,3,10,BOS,TEX,BOS,TEX,0.583235552
2019/9/25,CHW,CLE,8,3,CHW,CLE,CLE,CHW,0.572521942
2019/9/25,KCR,ATL,2,10,ATL,KCR,ATL,KCR,0.574189867
2019/9/25,SFG,COL,2,1,SFG,COL,COL,SFG,0.536210135
2019/9/25,LAA,OAK,2,3,OAK,LAA,LAA,OAK,0.50086504
2019/9/25,SDP,LAD,4,6,LAD,SDP,LAD,SDP,0.644048036
2019/9/25,SEA,HOU,0,3,HOU,SEA,SEA,HOU,0.502832197
2019/9/26,CIN,MIL,3,5,MIL,CIN,MIL,CIN,0.59719138
2019/9/26,DET,MIN,4,10,MIN,DET,MIN,DET,0.5050474
2019/9/26,TEX,BOS,7,5,TEX,BOS,BOS,TEX,0.583235552
2019/9/26,SDP,LAD,0,1,LAD,SDP,LAD,SDP,0.644048036
2019/9/26,SFG,COL,8,3,SFG,COL,COL,SFG,0.536210135
2019/9/26,WSN,PHI,6,3,WSN,PHI,PHI,WSN,0.527551633
2019/9/26,PIT,CHC,9,5,PIT,CHC,CHC,PIT,0.546464849
2019/9/26,NYM,MIA,2,4,MIA,NYM,NYM,MIA,0.50042745
2019/9/26,CHW,CLE,8,0,CHW,CLE,CLE,CHW,0.572521942
2019/9/26,LAA,HOU,4,3,LAA,HOU,LAA,HOU,0.58670913
2019/9/26,SEA,OAK,1,3,OAK,SEA,OAK,SEA,0.583118514
2019/9/27,PHI,MIA,5,4,PHI,MIA,PHI,MIA,0.519328211
2019/9/27,PIT,CIN,6,5,PIT,CIN,CIN,PIT,0.52421429
2019/9/27,WSN,CLE,8,2,WSN,CLE,CLE,WSN,0.542414559
2019/9/27,TOR,TBR,2,6,TBR,TOR,TBR,TOR,0.581753766
2019/9/27,BOS,BAL,1,4,BAL,BOS,BOS,BAL,0.527597615
2019/9/27,NYM,ATL,4,2,NYM,ATL,ATL,NYM,0.561133049
2019/9/27,STL,CHC,2,8,CHC,STL,STL,CHC,0.510582258
2019/9/27,TEX,NYY,7,14,NYY,TEX,NYY,TEX,0.604659786
2019/9/27,COL,MIL,11,7,COL,MIL,MIL,COL,0.61075282
2019/9/27,KCR,MIN,2,6,MIN,KCR,MIN,KCR,0.537765608
2019/9/27,ARI,SDP,6,3,ARI,SDP,SDP,ARI,0.527388641
2019/9/27,LAA,HOU,0,4,HOU,LAA,LAA,HOU,0.58670913
2019/9/27,SEA,OAK,4,3,SEA,OAK,OAK,SEA,0.583118514
2019/9/27,SFG,LAD,2,9,LAD,SFG,LAD,SFG,0.597255218
2019/9/28,BOS,BAL,4,9,BAL,BOS,BOS,BAL,0.527597615
2019/9/28,KCR,MIN,3,4,MIN,KCR,MIN,KCR,0.537765608
2019/9/28,TOR,TBR,4,1,TOR,TBR,TBR,TOR,0.581753766
2019/9/28,CHW,DET,7,1,CHW,DET,DET,CHW,0.557109422
2019/9/28,SFG,LAD,0,2,LAD,SFG,LAD,SFG,0.597255218
2019/9/28,WSN,CLE,10,7,WSN,CLE,CLE,WSN,0.542414559
2019/9/28,PHI,MIA,9,3,PHI,MIA,PHI,MIA,0.519328211
2019/9/28,CHW,DET,3,4,DET,CHW,DET,CHW,0.557109422
2019/9/28,PIT,CIN,2,4,CIN,PIT,CIN,PIT,0.52421429
2019/9/28,NYM,ATL,3,0,NYM,ATL,ATL,NYM,0.561133049
2019/9/28,STL,CHC,6,8,CHC,STL,STL,CHC,0.510582258
2019/9/28,TEX,NYY,9,4,TEX,NYY,NYY,TEX,0.604659786
2019/9/28,ARI,SDP,6,5,ARI,SDP,SDP,ARI,0.527388641
2019/9/28,COL,MIL,3,2,COL,MIL,MIL,COL,0.61075282
2019/9/28,LAA,HOU,3,6,HOU,LAA,LAA,HOU,0.58670913
2019/9/28,SEA,OAK,0,1,OAK,SEA,OAK,SEA,0.583118514
